Enterprise_ID,Farmer_ID,Enterprise_Type,Primary_Crop,Secondary_Crop,Farm_Size,Farm_Size_Category,Farming_Experience,Farming_Equipment_type,Uses_Irrigation,Depends_on_Rain,Uses_Fertilizer,Uses_Improved_Seeds,Yield_per_Hectare,Profit,Monthly_Income,Monthly_Expense,Value_of_Farm_Assets,Total_Operating_Expenditure,Farm_Income
ENT_004110,FARMER_02063,Crop,Oil Palm,None,9.16,Medium,44,Integrated,No,Yes,No,No,3.14,3235000,758000,488000,2183000,5855000,9090000
ENT_004111,FARMER_02064,Fish Farming,Various Fish,N/A,168.0,Small,51,Modern,N/A,N/A,N/A,N/A,0.0,99000,25000,17000,22921000,202000,301000
ENT_004112,FARMER_02064,Fish Farming,Various Fish,N/A,330.0,Small,30,Modern,N/A,N/A,N/A,N/A,0.0,99000,38000,29000,34462000,352000,451000
ENT_004113,FARMER_02065,Fish Farming,Various Fish,N/A,518.0,Medium,8,Traditional,N/A,N/A,N/A,N/A,0.0,220000,70000,52000,72512000,619000,839000
ENT_004114,FARMER_02065,Fish Farming,Various Fish,N/A,530.0,Medium,1,Traditional,N/A,N/A,N/A,N/A,0.0,252000,77000,56000,96719000,671000,923000
ENT_004115,FARMER_02066,Crop,Cowpea,None,3.23,Small,2,Integrated,No,Yes,No,No,1.05,551000,100000,55000,607000,655000,1206000
ENT_004116,FARMER_02066,Fish Farming,Various Fish,N/A,954.0,Medium,10,Integrated,N/A,N/A,N/A,N/A,0.0,595000,185000,136000,79908000,1630000,2225000
ENT_004117,FARMER_02067,Fish Farming,Various Fish,N/A,835.0,Medium,21,Modern,N/A,N/A,N/A,N/A,0.0,1717000,268000,125000,192221000,1497000,3214000
ENT_004118,FARMER_02068,Crop,Oil Palm,Cassava,7.27,Medium,5,Integrated,No,Yes,No,Yes,2.94,2911000,584000,342000,1183000,4099000,7010000
ENT_004119,FARMER_02068,Livestock,Cattle,N/A,148.0,Medium,7,Integrated,N/A,N/A,N/A,N/A,0.0,1172000,215000,117000,28043000,1408000,2580000
ENT_004120,FARMER_02069,Livestock,Sheep,N/A,173.0,Medium,2,Integrated,N/A,N/A,N/A,N/A,0.0,384000,84000,52000,13436000,623000,1007000
ENT_004121,FARMER_02069,Fish Farming,Various Fish,N/A,839.0,Medium,11,Modern,N/A,N/A,N/A,N/A,0.0,2267000,322000,133000,220882000,1598000,3865000
ENT_004122,FARMER_02070,Crop,Tomato,None,7.42,Medium,6,Traditional,No,Yes,No,No,1.45,1015000,324000,239000,401000,2872000,3887000
ENT_004123,FARMER_02070,Crop,Cocoa,None,1.09,Small,7,Traditional,No,Yes,Yes,Yes,5.52,319000,102000,76000,112000,906000,1225000
ENT_004124,FARMER_02070,Livestock,Cattle,N/A,11.0,Small,19,Integrated,N/A,N/A,N/A,N/A,0.0,102000,17000,8000,1481000,99000,201000
ENT_004125,FARMER_02071,Fish Farming,Various Fish,N/A,730.0,Medium,23,Traditional,N/A,N/A,N/A,N/A,0.0,968000,231000,151000,94450000,1807000,2775000
ENT_004126,FARMER_02072,Livestock,Goats,N/A,12.0,Small,3,Traditional,N/A,N/A,N/A,N/A,0.0,31000,11000,8000,1038000,99000,130000
ENT_004127,FARMER_02073,Crop,Soybean,Sesame,3.86,Small,40,Integrated,No,Yes,No,No,4.52,2037000,511000,342000,280000,4100000,6137000
ENT_004128,FARMER_02073,Crop,Cowpea,Sorghum,7.89,Medium,11,Modern,No,Yes,No,Yes,4.7,3146000,1229000,967000,902000,11599000,14745000
ENT_004129,FARMER_02074,Crop,Vegetables,None,8.15,Medium,4,Traditional,No,Yes,No,Yes,1.02,686000,105000,47000,678000,569000,1255000
ENT_004130,FARMER_02074,Fish Farming,Various Fish,N/A,667.0,Medium,4,Integrated,N/A,N/A,N/A,N/A,0.0,1056000,177000,89000,132037000,1072000,2128000
ENT_004131,FARMER_02075,Fish Farming,Various Fish,N/A,81.0,Subsistence,6,Modern,N/A,N/A,N/A,N/A,0.0,60000,18000,13000,10515000,160000,220000
ENT_004132,FARMER_02075,Crop,Rice,Cassava,4.65,Small,5,Integrated,No,Yes,Yes,No,2.77,1580000,304000,173000,981000,2073000,3653000
ENT_004133,FARMER_02076,Livestock,Cattle,N/A,56.0,Medium,26,Traditional,N/A,N/A,N/A,N/A,0.0,323000,60000,33000,9774000,397000,720000
ENT_004134,FARMER_02077,Fish Farming,Various Fish,N/A,425.0,Small,2,Modern,N/A,N/A,N/A,N/A,0.0,597000,85000,36000,59818000,426000,1023000
ENT_004135,FARMER_02077,Crop,Millet,Sesame,14.87,Large,31,Traditional,No,Yes,Yes,No,3.92,4907000,1103000,694000,2529000,8325000,13232000
ENT_004136,FARMER_02077,Livestock,Cattle,N/A,75.0,Medium,27,Integrated,N/A,N/A,N/A,N/A,0.0,202000,32000,16000,7036000,186000,388000
ENT_004137,FARMER_02078,Livestock,Goats,N/A,90.0,Medium,21,Modern,N/A,N/A,N/A,N/A,0.0,550000,149000,103000,18582000,1240000,1790000
ENT_004138,FARMER_02078,Fish Farming,Various Fish,N/A,777.0,Medium,29,Modern,N/A,N/A,N/A,N/A,0.0,1050000,181000,94000,97389000,1125000,2175000
ENT_004139,FARMER_02078,Livestock,Sheep,N/A,296.0,Large,16,Modern,N/A,N/A,N/A,N/A,0.0,1052000,251000,164000,27852000,1963000,3015000
ENT_004140,FARMER_02079,Livestock,Cattle,N/A,43.0,Small,6,Modern,N/A,N/A,N/A,N/A,0.0,193000,36000,20000,6561000,242000,435000
ENT_004141,FARMER_02079,Livestock,Cattle,N/A,130.0,Medium,11,Traditional,N/A,N/A,N/A,N/A,0.0,591000,140000,90000,16756000,1084000,1675000
ENT_004142,FARMER_02080,Livestock,Sheep,N/A,17.0,Small,6,Modern,N/A,N/A,N/A,N/A,0.0,67000,11000,5000,1340000,64000,131000
ENT_004143,FARMER_02080,Livestock,Goats,N/A,51.0,Medium,8,Traditional,N/A,N/A,N/A,N/A,0.0,219000,49000,31000,7298000,372000,591000
ENT_004144,FARMER_02081,Livestock,Goats,N/A,57.0,Medium,28,Integrated,N/A,N/A,N/A,N/A,0.0,352000,59000,29000,11141000,353000,705000
ENT_004145,FARMER_02081,Crop,Cocoa,Oil Palm,10.42,Large,21,Modern,No,Yes,No,No,1.64,1948000,325000,162000,994000,1950000,3898000
ENT_004146,FARMER_02081,Fish Farming,Various Fish,N/A,205.0,Small,17,Integrated,N/A,N/A,N/A,N/A,0.0,179000,74000,59000,31583000,706000,885000
ENT_004147,FARMER_02082,Fish Farming,Various Fish,N/A,744.0,Medium,2,Traditional,N/A,N/A,N/A,N/A,0.0,1808000,253000,102000,95802000,1223000,3031000
ENT_004148,FARMER_02083,Livestock,Poultry,N/A,89.0,Medium,1,Modern,N/A,N/A,N/A,N/A,0.0,936000,138000,60000,15138000,726000,1662000
ENT_004149,FARMER_02083,Fish Farming,Various Fish,N/A,226.0,Small,14,Traditional,N/A,N/A,N/A,N/A,0.0,225000,61000,42000,39134000,504000,729000
ENT_004150,FARMER_02084,Livestock,Cattle,N/A,196.0,Medium,43,Integrated,N/A,N/A,N/A,N/A,0.0,874000,256000,183000,36695000,2194000,3068000
ENT_004151,FARMER_02084,Crop,Millet,Sorghum,6.97,Medium,37,Traditional,No,Yes,No,Yes,4.26,1339000,438000,326000,1294000,3916000,5255000
ENT_004152,FARMER_02084,Livestock,Sheep,N/A,82.0,Medium,23,Integrated,N/A,N/A,N/A,N/A,0.0,775000,117000,53000,12815000,631000,1406000
ENT_004153,FARMER_02085,Livestock,Cattle,N/A,255.0,Large,2,Integrated,N/A,N/A,N/A,N/A,0.0,1397000,206000,89000,55041000,1073000,2470000
ENT_004154,FARMER_02085,Fish Farming,Various Fish,N/A,331.0,Small,3,Traditional,N/A,N/A,N/A,N/A,0.0,595000,89000,39000,45366000,471000,1066000
ENT_004155,FARMER_02085,Crop,Millet,Cowpea,11.11,Large,1,Integrated,No,Yes,Yes,No,1.06,528000,207000,163000,940000,1958000,2486000
ENT_004156,FARMER_02086,Fish Farming,Various Fish,N/A,671.0,Medium,8,Traditional,N/A,N/A,N/A,N/A,0.0,552000,121000,75000,58115000,905000,1457000
ENT_004157,FARMER_02086,Crop,Oil Palm,Millet,14.64,Large,20,Modern,No,Yes,Yes,No,0.61,874000,266000,193000,3706000,2318000,3192000
ENT_004158,FARMER_02086,Crop,Groundnut,Plantain,12.48,Large,25,Modern,No,Yes,No,No,1.64,3195000,459000,193000,2123000,2316000,5511000
ENT_004159,FARMER_02087,Fish Farming,Various Fish,N/A,458.0,Small,25,Modern,N/A,N/A,N/A,N/A,0.0,338000,65000,37000,107722000,442000,780000
ENT_004160,FARMER_02087,Livestock,Cattle,N/A,93.0,Medium,17,Modern,N/A,N/A,N/A,N/A,0.0,609000,106000,56000,11514000,668000,1277000
ENT_004161,FARMER_02087,Fish Farming,Various Fish,N/A,181.0,Small,17,Integrated,N/A,N/A,N/A,N/A,0.0,180000,61000,46000,22070000,553000,733000
ENT_004162,FARMER_02088,Crop,Cassava,Cowpea,1.95,Small,5,Integrated,No,Yes,Yes,Yes,6.34,2767000,395000,164000,363000,1969000,4736000
ENT_004163,FARMER_02088,Livestock,Goats,N/A,50.0,Medium,12,Modern,N/A,N/A,N/A,N/A,0.0,177000,42000,27000,7651000,327000,504000
ENT_004164,FARMER_02088,Crop,Tomato,None,12.34,Large,21,Traditional,No,Yes,Yes,Yes,6.97,8888000,1484000,743000,989000,8918000,17806000
ENT_004165,FARMER_02089,Fish Farming,Various Fish,N/A,553.0,Medium,27,Modern,N/A,N/A,N/A,N/A,0.0,253000,75000,54000,43525000,642000,895000
ENT_004166,FARMER_02090,Livestock,Pigs,N/A,261.0,Large,17,Modern,N/A,N/A,N/A,N/A,0.0,491000,109000,68000,68255000,817000,1308000
ENT_004167,FARMER_02091,Crop,Sesame,Millet,5.51,Medium,3,Traditional,No,Yes,No,No,4.83,5454000,813000,359000,942000,4306000,9760000
ENT_004168,FARMER_02091,Livestock,Goats,N/A,150.0,Medium,4,Integrated,N/A,N/A,N/A,N/A,0.0,562000,215000,168000,14815000,2013000,2575000
ENT_004169,FARMER_02091,Crop,Plantain,None,1.82,Small,10,Traditional,No,Yes,Yes,No,2.99,542000,167000,122000,291000,1465000,2007000
ENT_004170,FARMER_02092,Crop,Maize,Sorghum,0.38,Subsistence,7,Traditional,No,Yes,No,Yes,1.72,54000,20000,15000,32000,181000,235000
ENT_004171,FARMER_02093,Livestock,Goats,N/A,90.0,Medium,45,Traditional,N/A,N/A,N/A,N/A,0.0,327000,64000,37000,9506000,439000,766000
ENT_004172,FARMER_02094,Crop,Rice,Sesame,1.11,Small,3,Traditional,No,Yes,Yes,Yes,2.28,273000,59000,36000,144000,434000,707000
ENT_004173,FARMER_02094,Crop,Sorghum,Yam,13.93,Large,21,Traditional,No,Yes,Yes,No,5.16,14956000,2272000,1026000,1551000,12309000,27265000
ENT_004174,FARMER_02095,Fish Farming,Various Fish,N/A,65.0,Subsistence,4,Integrated,N/A,N/A,N/A,N/A,0.0,67000,24000,19000,5534000,224000,291000
ENT_004175,FARMER_02096,Crop,Groundnut,None,14.54,Large,34,Integrated,No,Yes,Yes,Yes,6.76,11690000,2053000,1079000,1452000,12951000,24641000
ENT_004176,FARMER_02096,Fish Farming,Various Fish,N/A,273.0,Small,16,Integrated,N/A,N/A,N/A,N/A,0.0,293000,49000,25000,41784000,297000,590000
ENT_004177,FARMER_02096,Crop,Sorghum,Yam,4.31,Small,11,Traditional,No,Yes,No,Yes,3.77,1141000,374000,279000,376000,3346000,4487000
ENT_004178,FARMER_02097,Livestock,Poultry,N/A,223.0,Large,7,Traditional,N/A,N/A,N/A,N/A,0.0,749000,131000,69000,39955000,826000,1575000
ENT_004179,FARMER_02097,Livestock,Pigs,N/A,29.0,Small,31,Traditional,N/A,N/A,N/A,N/A,0.0,230000,35000,16000,4376000,189000,419000
ENT_004180,FARMER_02097,Livestock,Cattle,N/A,251.0,Large,32,Modern,N/A,N/A,N/A,N/A,0.0,1789000,281000,132000,73158000,1588000,3377000
ENT_004181,FARMER_02098,Fish Farming,Various Fish,N/A,544.0,Medium,9,Integrated,N/A,N/A,N/A,N/A,0.0,270000,85000,62000,69466000,748000,1018000
ENT_004182,FARMER_02098,Livestock,Poultry,N/A,280.0,Large,9,Modern,N/A,N/A,N/A,N/A,0.0,1098000,198000,106000,75444000,1275000,2373000
ENT_004183,FARMER_02098,Fish Farming,Various Fish,N/A,698.0,Medium,10,Traditional,N/A,N/A,N/A,N/A,0.0,1378000,245000,130000,134319000,1562000,2940000
ENT_004184,FARMER_02099,Fish Farming,Various Fish,N/A,192.0,Small,49,Modern,N/A,N/A,N/A,N/A,0.0,214000,47000,29000,37712000,351000,565000
ENT_004185,FARMER_02100,Livestock,Goats,N/A,11.0,Small,6,Integrated,N/A,N/A,N/A,N/A,0.0,26000,10000,8000,1248000,97000,123000
ENT_004186,FARMER_02100,Crop,Sorghum,Yam,3.36,Small,5,Modern,No,Yes,Yes,Yes,3.22,475000,144000,104000,771000,1250000,1725000
ENT_004187,FARMER_02101,Livestock,Pigs,N/A,98.0,Medium,1,Traditional,N/A,N/A,N/A,N/A,0.0,702000,152000,93000,19488000,1119000,1821000
ENT_004188,FARMER_02101,Livestock,Goats,N/A,284.0,Large,5,Modern,N/A,N/A,N/A,N/A,0.0,1202000,223000,122000,84628000,1470000,2672000
ENT_004189,FARMER_02101,Fish Farming,Various Fish,N/A,882.0,Medium,5,Integrated,N/A,N/A,N/A,N/A,0.0,695000,103000,45000,86509000,538000,1233000
ENT_004190,FARMER_02102,Crop,Cowpea,Groundnut,8.34,Medium,7,Traditional,Yes,No,Yes,No,5.56,7858000,1287000,632000,1276000,7589000,15447000
ENT_004191,FARMER_02102,Livestock,Goats,N/A,213.0,Large,42,Traditional,N/A,N/A,N/A,N/A,0.0,446000,137000,100000,37086000,1195000,1641000
ENT_004192,FARMER_02102,Livestock,Goats,N/A,38.0,Small,6,Modern,N/A,N/A,N/A,N/A,0.0,111000,42000,32000,6362000,387000,498000
ENT_004193,FARMER_02103,Crop,Cocoa,Plantain,1.35,Small,3,Traditional,No,Yes,Yes,Yes,2.27,256000,45000,23000,203000,279000,535000
ENT_004194,FARMER_02103,Fish Farming,Various Fish,N/A,470.0,Small,10,Integrated,N/A,N/A,N/A,N/A,0.0,609000,86000,36000,74129000,429000,1038000
ENT_004195,FARMER_02104,Crop,Cocoa,None,11.41,Large,11,Integrated,Yes,No,No,No,0.89,1226000,305000,202000,1419000,2429000,3655000
ENT_004196,FARMER_02104,Crop,Vegetables,Cowpea,14.95,Large,7,Modern,Yes,No,No,No,2.72,2368000,520000,323000,2451000,3872000,6240000
ENT_004197,FARMER_02104,Livestock,Goats,N/A,259.0,Large,6,Integrated,N/A,N/A,N/A,N/A,0.0,2373000,330000,132000,49908000,1582000,3955000
ENT_004198,FARMER_02105,Fish Farming,Various Fish,N/A,60.0,Subsistence,6,Traditional,N/A,N/A,N/A,N/A,0.0,64000,19000,14000,10476000,166000,230000
ENT_004199,FARMER_02106,Crop,Vegetables,Millet,0.88,Subsistence,2,Integrated,No,Yes,No,Yes,1.38,201000,30000,13000,132000,160000,361000
ENT_004200,FARMER_02106,Livestock,Poultry,N/A,297.0,Large,1,Traditional,N/A,N/A,N/A,N/A,0.0,391000,160000,128000,15543000,1534000,1925000
ENT_004201,FARMER_02107,Fish Farming,Various Fish,N/A,91.0,Subsistence,11,Integrated,N/A,N/A,N/A,N/A,0.0,121000,23000,12000,14484000,150000,271000
ENT_004202,FARMER_02108,Crop,Yam,None,5.83,Medium,10,Modern,No,Yes,No,No,4.71,3625000,776000,474000,498000,5688000,9313000
ENT_004203,FARMER_02108,Crop,Cowpea,Yam,6.48,Medium,26,Traditional,No,Yes,No,No,1.11,729000,138000,78000,880000,931000,1660000
ENT_004204,FARMER_02108,Livestock,Cattle,N/A,33.0,Small,31,Modern,N/A,N/A,N/A,N/A,0.0,93000,27000,20000,9198000,235000,328000
ENT_004205,FARMER_02109,Fish Farming,Various Fish,N/A,578.0,Medium,31,Traditional,N/A,N/A,N/A,N/A,0.0,456000,132000,94000,81207000,1124000,1580000
ENT_004206,FARMER_02109,Crop,Millet,None,10.75,Large,33,Integrated,No,Yes,No,No,2.82,3319000,844000,568000,2197000,6811000,10130000
ENT_004207,FARMER_02110,Fish Farming,Various Fish,N/A,491.0,Small,19,Modern,N/A,N/A,N/A,N/A,0.0,258000,46000,25000,126613000,298000,556000
ENT_004208,FARMER_02111,Livestock,Goats,N/A,207.0,Large,2,Modern,N/A,N/A,N/A,N/A,0.0,548000,125000,80000,54649000,957000,1505000
ENT_004209,FARMER_02112,Livestock,Goats,N/A,136.0,Medium,8,Traditional,N/A,N/A,N/A,N/A,0.0,684000,115000,58000,24972000,692000,1376000
ENT_004210,FARMER_02112,Livestock,Pigs,N/A,285.0,Large,5,Integrated,N/A,N/A,N/A,N/A,0.0,987000,222000,140000,49015000,1679000,2666000
ENT_004211,FARMER_02113,Fish Farming,Various Fish,N/A,198.0,Small,11,Integrated,N/A,N/A,N/A,N/A,0.0,313000,52000,26000,42017000,316000,629000
ENT_004212,FARMER_02113,Crop,Rice,Cassava,3.03,Small,8,Traditional,Yes,No,Yes,No,3.74,923000,194000,117000,529000,1409000,2332000
ENT_004213,FARMER_02113,Crop,Tomato,Yam,9.95,Medium,9,Integrated,No,Yes,No,No,4.02,3079000,773000,517000,993000,6201000,9280000
ENT_004214,FARMER_02114,Fish Farming,Various Fish,N/A,878.0,Medium,6,Modern,N/A,N/A,N/A,N/A,0.0,446000,99000,62000,129279000,746000,1192000
ENT_004215,FARMER_02114,Livestock,Poultry,N/A,49.0,Small,29,Integrated,N/A,N/A,N/A,N/A,0.0,476000,75000,36000,7549000,426000,902000
ENT_004216,FARMER_02114,Crop,Maize,Cocoa,7.03,Medium,18,Integrated,No,Yes,Yes,No,3.42,3721000,762000,452000,662000,5422000,9143000
ENT_004217,FARMER_02115,Fish Farming,Various Fish,N/A,697.0,Medium,16,Modern,N/A,N/A,N/A,N/A,0.0,766000,131000,67000,136581000,801000,1567000
ENT_004218,FARMER_02115,Livestock,Cattle,N/A,57.0,Medium,19,Modern,N/A,N/A,N/A,N/A,0.0,292000,86000,61000,5670000,736000,1028000
ENT_004219,FARMER_02116,Fish Farming,Various Fish,N/A,709.0,Medium,22,Integrated,N/A,N/A,N/A,N/A,0.0,435000,109000,72000,82063000,868000,1303000
ENT_004220,FARMER_02116,Fish Farming,Various Fish,N/A,362.0,Small,19,Modern,N/A,N/A,N/A,N/A,0.0,951000,146000,67000,82866000,807000,1758000
ENT_004221,FARMER_02117,Crop,Cassava,None,5.68,Medium,17,Modern,No,Yes,No,Yes,2.44,2254000,373000,185000,681000,2224000,4478000
ENT_004222,FARMER_02118,Livestock,Cattle,N/A,99.0,Medium,2,Integrated,N/A,N/A,N/A,N/A,0.0,240000,48000,28000,7723000,337000,577000
ENT_004223,FARMER_02119,Crop,Cowpea,None,11.7,Large,9,Traditional,Yes,Partially,No,No,4.91,11902000,1732000,740000,1988000,8878000,20780000
ENT_004224,FARMER_02119,Crop,Cocoa,Oil Palm,10.17,Large,16,Modern,No,Yes,Yes,No,4.6,3031000,721000,468000,1351000,5622000,8653000
ENT_004225,FARMER_02119,Livestock,Cattle,N/A,246.0,Large,5,Modern,N/A,N/A,N/A,N/A,0.0,2381000,364000,165000,28156000,1985000,4366000
ENT_004226,FARMER_02120,Livestock,Pigs,N/A,222.0,Large,13,Traditional,N/A,N/A,N/A,N/A,0.0,1004000,161000,78000,27474000,930000,1934000
ENT_004227,FARMER_02120,Livestock,Goats,N/A,118.0,Medium,18,Traditional,N/A,N/A,N/A,N/A,0.0,451000,66000,28000,23430000,338000,789000
ENT_004228,FARMER_02121,Crop,Tomato,Millet,7.17,Medium,10,Integrated,No,Yes,No,No,4.76,2903000,868000,626000,533000,7517000,10420000
ENT_004229,FARMER_02122,Crop,Oil Palm,Yam,4.84,Small,41,Modern,No,Yes,Yes,Yes,4.77,1410000,442000,325000,846000,3900000,5310000
ENT_004230,FARMER_02122,Fish Farming,Various Fish,N/A,566.0,Medium,46,Integrated,N/A,N/A,N/A,N/A,0.0,530000,177000,132000,108939000,1590000,2120000
ENT_004231,FARMER_02123,Fish Farming,Various Fish,N/A,376.0,Small,43,Modern,N/A,N/A,N/A,N/A,0.0,524000,120000,76000,33472000,913000,1437000
ENT_004232,FARMER_02124,Crop,Cassava,Groundnut,4.89,Small,29,Integrated,No,Yes,No,Yes,4.27,1320000,357000,247000,743000,2959000,4279000
ENT_004233,FARMER_02124,Fish Farming,Various Fish,N/A,520.0,Medium,34,Integrated,N/A,N/A,N/A,N/A,0.0,653000,131000,76000,66995000,915000,1568000
ENT_004234,FARMER_02125,Livestock,Cattle,N/A,240.0,Large,5,Integrated,N/A,N/A,N/A,N/A,0.0,1515000,224000,98000,17434000,1175000,2690000
ENT_004235,FARMER_02125,Livestock,Pigs,N/A,144.0,Medium,26,Modern,N/A,N/A,N/A,N/A,0.0,508000,127000,85000,22371000,1021000,1529000
ENT_004236,FARMER_02126,Crop,Sesame,None,3.2,Small,31,Integrated,No,Yes,Yes,No,1.1,209000,51000,33000,262000,399000,608000
ENT_004237,FARMER_02127,Fish Farming,Various Fish,N/A,679.0,Medium,13,Traditional,N/A,N/A,N/A,N/A,0.0,247000,75000,55000,40237000,655000,902000
ENT_004238,FARMER_02127,Crop,Yam,Millet,9.19,Medium,12,Integrated,Yes,No,No,Yes,2.85,1051000,362000,274000,766000,3290000,4341000
ENT_004239,FARMER_02128,Crop,Cocoa,Soybean,11.75,Large,27,Integrated,No,Yes,Yes,No,3.12,6804000,1091000,524000,1481000,6283000,13087000
ENT_004240,FARMER_02129,Fish Farming,Various Fish,N/A,236.0,Small,19,Traditional,N/A,N/A,N/A,N/A,0.0,302000,56000,30000,31695000,366000,668000
ENT_004241,FARMER_02129,Fish Farming,Various Fish,N/A,78.0,Subsistence,14,Integrated,N/A,N/A,N/A,N/A,0.0,53000,14000,10000,17005000,118000,171000
ENT_004242,FARMER_02130,Livestock,Sheep,N/A,10.0,Small,3,Traditional,N/A,N/A,N/A,N/A,0.0,44000,9000,6000,1922000,67000,111000
ENT_004243,FARMER_02131,Crop,Sorghum,Rice,9.67,Medium,14,Traditional,No,Yes,Yes,Yes,6.91,4149000,1344000,998000,623000,11979000,16128000
ENT_004244,FARMER_02131,Livestock,Cattle,N/A,158.0,Medium,24,Modern,N/A,N/A,N/A,N/A,0.0,480000,76000,36000,16348000,432000,912000
ENT_004245,FARMER_02131,Livestock,Sheep,N/A,47.0,Small,27,Modern,N/A,N/A,N/A,N/A,0.0,206000,77000,60000,6269000,719000,925000
ENT_004246,FARMER_02132,Livestock,Pigs,N/A,107.0,Medium,4,Traditional,N/A,N/A,N/A,N/A,0.0,833000,170000,100000,15601000,1206000,2039000
ENT_004247,FARMER_02132,Livestock,Poultry,N/A,204.0,Large,5,Modern,N/A,N/A,N/A,N/A,0.0,636000,256000,204000,21517000,2442000,3078000
ENT_004248,FARMER_02132,Livestock,Goats,N/A,97.0,Medium,4,Integrated,N/A,N/A,N/A,N/A,0.0,468000,83000,44000,17712000,527000,995000
ENT_004249,FARMER_02133,Fish Farming,Various Fish,N/A,79.0,Subsistence,2,Integrated,N/A,N/A,N/A,N/A,0.0,78000,12000,6000,17152000,69000,147000
ENT_004250,FARMER_02133,Livestock,Goats,N/A,205.0,Large,6,Integrated,N/A,N/A,N/A,N/A,0.0,819000,154000,86000,43236000,1035000,1854000
ENT_004251,FARMER_02134,Fish Farming,Various Fish,N/A,715.0,Medium,6,Traditional,N/A,N/A,N/A,N/A,0.0,578000,171000,123000,89128000,1476000,2054000
ENT_004252,FARMER_02134,Livestock,Goats,N/A,83.0,Medium,38,Integrated,N/A,N/A,N/A,N/A,0.0,444000,69000,32000,16575000,384000,828000
ENT_004253,FARMER_02135,Fish Farming,Various Fish,N/A,264.0,Small,7,Integrated,N/A,N/A,N/A,N/A,0.0,108000,41000,32000,20536000,386000,494000
ENT_004254,FARMER_02136,Crop,Plantain,Cowpea,10.9,Large,2,Integrated,No,Yes,No,Yes,3.51,5615000,1104000,636000,693000,7634000,13249000
ENT_004255,FARMER_02137,Livestock,Cattle,N/A,279.0,Large,2,Integrated,N/A,N/A,N/A,N/A,0.0,701000,261000,203000,36222000,2435000,3136000
ENT_004256,FARMER_02137,Fish Farming,Various Fish,N/A,750.0,Medium,2,Integrated,N/A,N/A,N/A,N/A,0.0,535000,96000,52000,153405000,620000,1155000
ENT_004257,FARMER_02138,Fish Farming,Various Fish,N/A,464.0,Small,5,Traditional,N/A,N/A,N/A,N/A,0.0,428000,64000,29000,75493000,344000,772000
ENT_004258,FARMER_02138,Livestock,Cattle,N/A,111.0,Medium,2,Traditional,N/A,N/A,N/A,N/A,0.0,407000,94000,60000,9384000,726000,1133000
ENT_004259,FARMER_02138,Livestock,Sheep,N/A,92.0,Medium,1,Integrated,N/A,N/A,N/A,N/A,0.0,274000,90000,68000,8012000,812000,1086000
ENT_004260,FARMER_02139,Livestock,Poultry,N/A,92.0,Medium,22,Traditional,N/A,N/A,N/A,N/A,0.0,666000,142000,87000,13813000,1039000,1705000
ENT_004261,FARMER_02140,Crop,Tomato,None,7.99,Medium,31,Traditional,No,Yes,No,No,4.73,1657000,585000,447000,799000,5362000,7019000
ENT_004262,FARMER_02140,Crop,Groundnut,None,11.2,Large,22,Integrated,No,Yes,No,Yes,4.8,6073000,1445000,939000,2411000,11263000,17336000
ENT_004263,FARMER_02141,Livestock,Pigs,N/A,275.0,Large,5,Traditional,N/A,N/A,N/A,N/A,0.0,927000,139000,62000,38312000,742000,1669000
ENT_004264,FARMER_02142,Crop,Sorghum,Oil Palm,11.16,Large,11,Modern,Yes,No,No,Yes,1.37,698000,276000,218000,1790000,2617000,3315000
ENT_004265,FARMER_02142,Livestock,Pigs,N/A,95.0,Medium,17,Integrated,N/A,N/A,N/A,N/A,0.0,492000,76000,35000,14239000,425000,917000
ENT_004266,FARMER_02143,Livestock,Cattle,N/A,261.0,Large,31,Modern,N/A,N/A,N/A,N/A,0.0,692000,165000,107000,76135000,1289000,1981000
ENT_004267,FARMER_02143,Crop,Millet,Yam,13.48,Large,6,Integrated,No,Yes,Yes,No,4.61,10010000,1732000,898000,3044000,10778000,20788000
ENT_004268,FARMER_02144,Fish Farming,Various Fish,N/A,332.0,Small,1,Modern,N/A,N/A,N/A,N/A,0.0,903000,127000,52000,63713000,626000,1529000
ENT_004269,FARMER_02144,Fish Farming,Various Fish,N/A,146.0,Small,37,Modern,N/A,N/A,N/A,N/A,0.0,179000,59000,44000,28930000,529000,708000
ENT_004270,FARMER_02145,Livestock,Sheep,N/A,184.0,Medium,10,Modern,N/A,N/A,N/A,N/A,0.0,1272000,263000,157000,32322000,1881000,3153000
ENT_004271,FARMER_02145,Crop,Sesame,Cowpea,13.05,Large,3,Integrated,Yes,Partially,No,No,3.11,2780000,762000,530000,1914000,6366000,9146000
ENT_004272,FARMER_02145,Crop,Cowpea,None,4.72,Small,6,Modern,No,Yes,No,Yes,1.09,714000,107000,48000,1057000,573000,1287000
ENT_004273,FARMER_02146,Livestock,Pigs,N/A,15.0,Small,16,Traditional,N/A,N/A,N/A,N/A,0.0,126000,21000,11000,1642000,129000,255000
ENT_004274,FARMER_02146,Crop,Cocoa,Vegetables,11.95,Large,2,Modern,Yes,No,No,No,4.41,6006000,1606000,1106000,3325000,13272000,19278000
ENT_004275,FARMER_02146,Crop,Groundnut,Tomato,10.26,Large,24,Modern,No,Yes,No,No,4.61,7842000,1246000,593000,2135000,7113000,14955000
